v1,v2,v3,v4,v5,target
-0.779482918,1.648730477,-1.759964721,-2.031698962,1.675131406,0
-1.555200163,-4.195128906,2.12506088,1.909120316,2.079836291,1
1.510029899,1.637063843,-1.481475211,-2.799637474,1.198885563,0
-0.160474105,-0.136277934,-0.723995729,-2.185639419,0.950916701,0
-0.705692934,-0.563805674,1.47744134,0.184649711,3.285102095,1
0.013816047,1.995273251,-2.132347512,-1.524177373,3.94005179,0
-1.536997889,-0.412122768,-1.957755093,-1.516082751,1.084967745,0
-0.600718238,-3.157206779,0.550183507,2.045934426,2.430304325,1
-1.882698062,-2.63173643,1.253196448,1.132911237,1.143665405,1
-0.519959104,1.549428914,-2.32462072,-1.327626121,1.072190799,0
-0.442016664,-0.476682805,2.400002123,3.389476244,3.595639493,1
0.157846016,0.646704994,-3.384743734,-0.325942605,0.109652065,0
-0.14378816,-2.628116549,1.285898207,0.149860173,1.607561039,1
-0.990148888,0.189389164,-3.489459306,-0.785482145,1.671980934,0
-1.763793566,-2.160643738,1.4533248,0.794931366,1.718232592,1
0.02462836,0.232917883,-2.076106532,-1.180972607,1.473957785,0
-1.918119378,-1.548305242,0.351122597,2.186832999,0.689121776,1
-1.649793238,1.187619083,-2.651590748,-0.17422066,1.262186344,0
-2.854902848,-3.312148827,1.885005859,0.560057722,2.375679925,1
1.210763718,2.10413778,-0.527758215,-0.959080623,0.537565758,0
-0.244348838,1.164412233,-0.413468029,-1.52011402,1.410586661,0
-0.600287611,0.204819767,-1.845045128,-1.123156095,3.737100405,0
-1.235567719,-3.433986757,-0.108047249,2.813199156,1.191488918,1
-1.133557498,-0.767888005,2.725842534,1.36416591,1.811555891,1
-2.519081284,-1.330730091,0.258241623,0.900595305,3.488918065,1
-1.856557208,0.715883099,-2.415241687,-1.500908477,0.700548701,0
0.165384547,3.426849995,-1.407321655,-3.535057664,0.770653879,0
0.45409643,0.599986865,-2.057726976,-0.686369718,1.954201354,0
1.311394664,2.154878778,-1.321664583,-0.660557478,2.306650755,0
1.154235368,0.899719694,-1.646709017,-2.090671167,1.345832481,0
0.276198604,-0.307527483,-1.868155997,-1.079818814,1.938377354,0
0.14555273,-0.928260981,-1.81324687,-1.565775234,3.283696486,0
-2.190023214,1.821933057,-2.877059416,-1.423634531,3.367164803,0
-1.544368118,-2.567129685,0.797362083,1.249284375,-0.047649877,1
-0.833004346,-2.434431008,1.082607338,-0.235607215,4.470524861,1
0.552395056,-0.620655337,2.511658769,2.858572291,1.337287868,1
-2.034234475,0.183079292,-0.568823684,1.749292649,1.918641924,1
0.00079028,0.155647166,2.525173974,0.642607465,1.150743516,1
-1.454194023,0.425762008,-2.274621192,-2.702438291,3.104305332,0
-1.344592362,-0.716731909,2.068994628,1.517563255,1.641066047,1
-1.736736249,0.138260075,-0.615355072,-1.428243982,2.097856129,0
0.8542372,1.237563255,-0.015836381,-1.485466719,1.600226799,0
-0.842414875,-1.885685104,2.367456005,0.99907367,3.09346754,1
-1.369581145,-1.362947623,0.283132786,1.764060223,3.680790409,1
-1.223149511,1.672572966,-1.844205734,-1.500953232,1.743589427,0
0.31003228,1.83025931,-1.722112213,-1.65186532,2.212320171,0
0.361687425,1.104611221,-0.548497326,-1.256071002,1.688948103,0
-0.780320634,-1.781926245,1.580091225,1.574353457,2.640919852,1
-1.874872773,-2.309587793,2.116011468,2.219660328,2.680865992,1
-0.641741596,-2.240066705,1.884944236,1.743433581,2.105815094,1
-0.71880172,-1.475863246,2.429894001,-0.225588684,1.192529125,1
-0.598507621,-0.194115221,-2.376542628,-1.765070019,1.907518053,0
0.692350584,0.670138096,-1.892879713,-0.579795125,2.851575518,0
1.64122927,2.748123386,-1.231041271,-0.874234911,1.506782062,0
-0.491100198,-1.532763572,1.138613159,0.02304513,2.039554171,1
0.833070094,-0.027841325,-1.087133245,-1.006514996,1.958928532,0
-1.083899767,-2.195572292,1.46467549,1.945895664,0.805265019,1
0.048286524,2.035105875,-1.969654126,-2.004790308,1.510997005,0
-0.082620347,0.680018446,-0.476598703,-2.955333317,1.258060662,0
-2.155145768,-1.552922641,2.777110904,1.226161143,3.037840307,1
0.039453073,0.660284867,-0.228011432,-2.295607792,2.042510579,0
-1.031086874,1.448018298,-1.376219677,-1.803207911,1.263775095,0
-1.630178605,-2.050626322,1.398337139,1.408176028,0.485831955,1
-0.025593312,-0.494552494,2.274013811,2.058693948,0.228978105,1
-1.238471773,0.555871084,-0.367078694,-0.641806784,1.015322546,0
-2.015333026,-0.469260126,0.290854488,1.11001634,3.461208271,1
0.973903459,-0.92322629,1.657501635,0.862307211,-1.223158514,1
0.520300876,0.028174628,-1.731238433,-2.627931017,1.592438356,0
1.148244099,-0.279606198,-2.36902032,-2.319098718,1.326795214,0
-2.156017205,-3.949236676,0.668393516,-0.645979976,2.448536806,1
1.232564544,-1.829706318,2.12046002,1.718549551,1.099682514,1
-2.266098281,-0.885908673,0.470450501,1.941036602,3.896777577,1
-0.349842464,-2.965387956,1.674886976,0.949812739,1.818723415,1
0.933000441,0.263794141,-1.4799522,-2.426275719,1.659400002,0
-0.145684734,-3.109677074,2.93253844,4.309208808,1.965830261,1
-0.794488713,0.997340168,-0.887728721,-2.739138426,1.029483096,0
-0.210901385,-1.476410836,3.133356266,0.368087763,2.775487382,1
-0.36965041,-0.842123666,-0.234592502,-0.819423,2.615719408,0
-1.284395812,0.925230801,-1.378043312,-1.24281602,0.868405325,0
-3.010084377,-2.201641973,2.145719062,0.122018814,3.32594407,1
-0.422242345,-1.245522289,0.434679753,0.86179318,1.498639843,1
-0.658287151,-0.956933775,2.569577842,0.068859847,2.704633685,1
0.618046623,-1.556006055,0.556768773,1.527431783,1.181815759,1
0.444065832,1.293894008,-1.070295825,-2.390587641,-0.130583009,0
1.523985465,0.515318989,0.030590113,1.812266233,1.730693553,1
-0.47510266,-2.470841926,1.4590757,-0.513487628,1.768396259,1
-0.003322998,0.83008702,-0.135482979,-0.401802786,1.929174057,0
-0.873596859,0.852547809,-2.696321265,-1.340630617,2.214460682,0
-0.893290304,-2.297675886,0.857068431,0.296332565,1.84255141,1
-0.32440473,-1.446585612,0.878866852,2.866507528,0.66669889,1
0.850837389,-1.234097181,1.898255971,0.148846261,1.275120643,1
-0.471392227,-1.112003459,2.280332443,1.068305154,0.385688847,1
-1.396891675,-1.846949178,0.582143963,2.995045494,2.629174505,1
